Hovedkategori,Aktivitetskode,MET-værdi,Aktivitetsbeskrivelse (Dansk)
Fiskeri og jagt,4085,2.5,"Jagt, storvildt fra skydetårn, begrænset gang"
Fiskeri og jagt,4086,2,"Jagt på storvildt fra bil, fly eller båd"
Fiskeri og jagt,4090,2.5,"Andejagt, vadende"
Fiskeri og jagt,4095,3,"Jagt på flyvehunde, egern"
Fiskeri og jagt,4100,5,"Jagt, generelt"
Fiskeri og jagt,4110,6,"Jagt, fasaner eller ryper (Taylor-kode 680)"
Fiskeri og jagt,4115,3.3,Fuglejagt
Fiskeri og jagt,4120,5,"Jagt, kanin, egern, vaskebjørn, småvildt (Taylor-kode 690)"
Fiskeri og jagt,4123,3.3,Vildsvinejagt
Fiskeri og jagt,4124,2,"Fældefangst, generelt"
Fiskeri og jagt,4125,9.5,Jagt - vandring med jagtudstyr
Fiskeri og jagt,4130,2.5,"Pistolskydning eller flugtskydning, stående"
Fiskeri og jagt,4140,2.3,"Riffelskydning, liggende"
Fiskeri og jagt,4145,2.5,"Riffelskydning, knælende eller stående"
Fiskeri og jagt,4150,2.8,"Sankning, 0-10 kg rygsæk"
Fiskeri og jagt,4152,3,"Sankning, 10-15 kg rygsæk"
Fiskeri og jagt,4160,1,"Sidde i båd, passager"
Fiskeri og jagt,4164,1.5,Stå i båd
Fiskeri og jagt,4168,3.3,"Aktiviteter i en båd, løfte, sænke"
Husholdningsaktiviteter,5010,3.3,"Rengøring, støvsugning eller fejning af gulv, generelt"
Husholdningsaktiviteter,5011,2.3,"Rengøring, fejning, langsomt, let indsats"
Husholdningsaktiviteter,5012,3.8,"Rengøring, fejning, hurtigt, moderat indsats"
Husholdningsaktiviteter,5020,3.5,"Rengøring, tung eller stor (f.eks. bilvask, rengøring af garage), moderat indsats"
Husholdningsaktiviteter,5021,3.5,"Rengøring, gulvvask, stående, moderat indsats"
Husholdningsaktiviteter,5022,3.3,"Vinduespudsning, generelt"
Husholdningsaktiviteter,5023,2.5,"Gulvvask, stående, let indsats"
Husholdningsaktiviteter,5024,4.5,"Gulvpolering, stående, gå langsomt, med elektrisk polermaskine"
Husholdningsaktiviteter,5025,2.8,"Flere husholdningsopgaver på én gang, let indsats"
Husholdningsaktiviteter,5026,3.3,"Flere husholdningsopgaver på én gang, moderat indsats"
Husholdningsaktiviteter,5027,4.3,"Flere husholdningsopgaver på én gang, hård indsats"
Husholdningsaktiviteter,5030,3.3,"Rengøring af hus eller hytte, generelt, moderat indsats"
Husholdningsaktiviteter,5032,2.5,"Aftørring af støv eller polering af møbler, generelt"
Husholdningsaktiviteter,5035,3.3,"Køkkenaktivitet, generelt (f.eks. madlavning, opvask, oprydning), moderat indsats"
Husholdningsaktiviteter,5040,2.5,"Rengøring, generelt (oprydning, skift af sengetøj, gå ud med skrald), let indsats"
Husholdningsaktiviteter,5041,2,"Opvask, stående eller generelt"
Husholdningsaktiviteter,5042,2,"Opvask, rydde bordet, gående, let indsats"
Husholdningsaktiviteter,5043,3,"Støvsugning, generelt, moderat indsats"
Husholdningsaktiviteter,5044,3,Slagtning af små dyr
Husholdningsaktiviteter,5045,6,"Slagtning af store dyr, hård indsats"
Husholdningsaktiviteter,5046,2.3,"Skære og ryge fisk, tørre fisk eller kød"
Husholdningsaktiviteter,5048,4,"Garvning af skind, generelt"
Husholdningsaktiviteter,5049,3.5,"Madlavning eller forberedelse af mad, moderat indsats"
Husholdningsaktiviteter,5051,2.3,"Madlavning eller forberedelse af mad, gående"
Husholdningsaktiviteter,5052,2.3,"Servere mad, dække/rydde bordet, gående eller stående"
Husholdningsaktiviteter,5053,2.5,Fodre husdyr
Husholdningsaktiviteter,5054,3.5,"Bære indkøb, på plant underlag, gående"
Husholdningsaktiviteter,5055,2.5,Sætte indkøb på plads (f.eks. bære poser/pakker)
Husholdningsaktiviteter,5056,5.3,Bære indkøb ovenpå
Husholdningsaktiviteter,5057,3,Bage indisk brød eller lave anden mad på udendørs komfur
Husholdningsaktiviteter,5060,3.3,Indkøb af mad med eller uden indkøbsvogn; bære 4-5 kg pose; stående eller gående
Husholdningsaktiviteter,5065,2.3,"Indkøb af non-food, med eller uden vogn, stående eller gående"
Husholdningsaktiviteter,5070,1.8,Strygning
Husholdningsaktiviteter,5080,1.3,"Strikke, sy, let indsats, pakke gaver ind, siddende"
Husholdningsaktiviteter,5082,2.8,Sy på symaskine
Husholdningsaktiviteter,5091,2,"Tøjvask, folde eller hænge tøj op, siddende"
Husholdningsaktiviteter,5092,4,"Tøjvask, moderat indsats"
Husholdningsaktiviteter,5095,2,"Tøjvask, lægge tøj på plads, samle tøj til pakning, gående"
Husholdningsaktiviteter,5100,3,"Rede seng, skifte sengetøj"
Husholdningsaktiviteter,5110,5,Aftapning af ahornsirup (inkl. bære spande og brænde)
Husholdningsaktiviteter,5120,5.8,"Flytte møbler, husholdningsartikler, bære flyttekasser"
Husholdningsaktiviteter,5121,5,"Flytning, løft af lette byrder"
Husholdningsaktiviteter,5125,4.8,Oprydning af et rum
Husholdningsaktiviteter,5130,3.5,"Skure gulv, på alle fire, skure badeværelse/badekar, moderat indsats"
Husholdningsaktiviteter,5131,2,"Skure gulv, på alle fire, skure badeværelse/badekar, let indsats"
Husholdningsaktiviteter,5132,6.5,"Skure gulv, på alle fire, skure badeværelse/badekar, hård indsats"
Husholdningsaktiviteter,5140,3,"Feje garage, fortov eller udendørsarealer"
Husholdningsaktiviteter,5147,3,"Gående, sætte husholdningsartikler på plads, moderat indsats"
Husholdningsaktiviteter,5148,2,Vande planter
Husholdningsaktiviteter,5149,2.5,Tænde op i pejsen indendørs
Husholdningsaktiviteter,5150,9,"Bære husholdningsartikler ovenpå, bære kasser eller møbler"
Husholdningsaktiviteter,5160,2,"Stående, lette opgaver (pumpe benzin, skifte pære, osv.)"
Husholdningsaktiviteter,5165,3.5,"Gående, moderate opgaver, ikke-rengøring (gøre klar til at tage hjemmefra, låse døre osv.)"
Husholdningsaktiviteter,5170,2.3,"Sidde og lege med barn/børn, let indsats, kun aktive perioder"
Husholdningsaktiviteter,5171,2.8,"Stå og lege med barn/børn, let indsats, kun aktive perioder"
Husholdningsaktiviteter,5175,3.5,"Gå/løbe, lege med barn/børn, moderat indsats, kun aktive perioder"
Husholdningsaktiviteter,5180,5.8,"Gå/løbe, lege med barn/børn, hård indsats, kun aktive perioder"
Husholdningsaktiviteter,5181,3,Gå og bære lille barn (over 7 kg)
Husholdningsaktiviteter,5182,2.5,Gå og bære lille barn (under 7 kg)
Husholdningsaktiviteter,5183,2,"Stående, holde barn"
Husholdningsaktiviteter,5184,2.5,"Børnepasning, spædbarn, generelt"
Husholdningsaktiviteter,5185,2,"Børnepasning: siddende eller knælende, påklædning, badning, madning, lette løft af barn, generelt"
Husholdningsaktiviteter,5186,3.5,"Børnepasning: stående, påklædning, badning, madning, lette løft af barn"
Husholdningsaktiviteter,5188,1.5,Ligge ned med baby
Husholdningsaktiviteter,5189,2,"Amning, siddende eller liggende"
Husholdningsaktiviteter,5190,2.5,"Sidde og lege med dyr, let indsats, kun aktive perioder"
Husholdningsaktiviteter,5191,2.8,"Stå og lege med dyr, let indsats, kun aktive perioder"
Husholdningsaktiviteter,5192,2.8,"Gå eller løbe, lege med dyr, generelt, let indsats, kun aktive perioder"
Husholdningsaktiviteter,5193,4,"Gå/løbe, lege med dyr, moderat indsats, kun aktive perioder"
Husholdningsaktiviteter,5194,5,"Gå/løbe, lege med dyr, hård indsats, kun aktive perioder"
Husholdningsaktiviteter,5195,3.5,"Stående, bade hund"
Husholdningsaktiviteter,5197,2.3,"Dyrepleje, husdyr, generelt"
Husholdningsaktiviteter,5200,3,"Ældrepleje, handikappet voksen, badning, påklædning, hjælp ind/ud af sengen, kun aktive perioder"
Husholdningsaktiviteter,5205,1.8,"Ældrepleje, handikappet voksen, madning, rede hår, let indsats, kun aktive perioder"
Husholdningsaktiviteter,5300,1.3,Håndvask
Boligreparation og vedligeholdelse,6010,3,Flyreparation
Boligreparation og vedligeholdelse,6020,4,Karosseriarbejde
Boligreparation og vedligeholdelse,6030,3.3,"Bilreparation, let eller moderat indsats"
Boligreparation og vedligeholdelse,6040,3,"Tømrerarbejde, generelt, værksted (Taylor-kode 620)"
Boligreparation og vedligeholdelse,6050,6,"Tømrerarbejde, udendørs (Taylor-kode 640)"
Boligreparation og vedligeholdelse,6052,3.8,"Tømrerarbejde, udendørs, bygge et hegn"
Boligreparation og vedligeholdelse,6060,3.3,"Snedkerarbejde, lakering eller renovering af skabe/møbler"
Boligreparation og vedligeholdelse,6070,6,"Tømrerarbejde, save i hårdttræ, høvle og bore, moderat til hård indsats"
Boligreparation og vedligeholdelse,6072,4,"Tømrerarbejde, renovering af hjemmet, moderat indsats"
Boligreparation og vedligeholdelse,6074,2.3,"Tømrerarbejde, renovering af hjemmet, let indsats"
Boligreparation og vedligeholdelse,6080,5,"Fugning, tætning af bjælkehytte"
Boligreparation og vedligeholdelse,6090,4.5,"Fugning, undtagen bjælkehytte"
Boligreparation og vedligeholdelse,6100,5,Rensning af tagrender
Boligreparation og vedligeholdelse,6110,5,Udgravning af garage
Boligreparation og vedligeholdelse,6120,5,Opsætning af forsatsvinduer
Boligreparation og vedligeholdelse,6122,5,Opsætning af gipsplader indendørs
Boligreparation og vedligeholdelse,6124,3,Slå søm i
Boligreparation og vedligeholdelse,6126,2.5,"Boligreparation, generelt, let indsats"
Boligreparation og vedligeholdelse,6127,4.5,"Boligreparation, generelt, moderat indsats"
Boligreparation og vedligeholdelse,6128,6,"Boligreparation, generelt, hård indsats"
Boligreparation og vedligeholdelse,6130,4.5,Lægge eller fjerne gulvtæppe
Boligreparation og vedligeholdelse,6140,3.8,Lægge klinker eller linoleum
Boligreparation og vedligeholdelse,6144,3,Reparation af hvidevarer/apparater
Boligreparation og vedligeholdelse,6150,5,"Maling, udendørs (Taylor-kode 650)"
Boligreparation og vedligeholdelse,6160,3.3,"Maling indendørs, tapetsering, skrabe maling"
Boligreparation og vedligeholdelse,6165,4.5,Maling (Taylor-kode 630)
Boligreparation og vedligeholdelse,6167,3,"VVS-arbejde, generelt"
Boligreparation og vedligeholdelse,6170,3,Pålægning og fjernelse af presenning – sejlbåd
Boligreparation og vedligeholdelse,6180,6,Tagarbejde
Boligreparation og vedligeholdelse,6190,4.5,Slibe gulv med el-sliber
Boligreparation og vedligeholdelse,6200,4.5,Skrabe og male sejlbåd eller motorbåd
Boligreparation og vedligeholdelse,6205,2,Slibning af værktøj
Boligreparation og vedligeholdelse,6210,5,Sprede jord med en skovl
Boligreparation og vedligeholdelse,6220,4.5,Vask og voksning af skrog på sejlbåd eller fly
Boligreparation og vedligeholdelse,6225,2,Bilvask og voksning
Boligreparation og vedligeholdelse,6230,4.5,"Vask af hegn, maling af hegn, moderat indsats"
Boligreparation og vedligeholdelse,6240,3.3,"Ledningsarbejde, samling af kabler"
Inaktivitet og hvile,7009,1,Ligge stille og se fjernsyn
Inaktivitet og hvile,7011,1,"Ligge stille, lave ingenting, ligge vågen i sengen, lytte til musik (uden at tale eller læse)"
Inaktivitet og hvile,7020,1,Sidde og se fjernsyn
Inaktivitet og hvile,7021,1,"Sidde stille, generelt"
Inaktivitet og hvile,7022,1.5,"Sidde stille, rastløs, generelt, pille ved ting med hænderne"
Inaktivitet og hvile,7023,1.8,"Sidde stille, vippe med fødderne"
Inaktivitet og hvile,7024,1.3,Sidde og ryge
Inaktivitet og hvile,7025,1.5,Sidde og lytte til musik (uden at tale/læse) eller se film i biografen
Inaktivitet og hvile,7026,1.3,"Sidde ved et skrivebord, hvile hovedet i hænderne"
Inaktivitet og hvile,7030,1,Sove
Inaktivitet og hvile,7040,1.3,Stå stille (f.eks. stå i kø)
Inaktivitet og hvile,7041,1.5,Stående (rastløs/småbevægelser)
Inaktivitet og hvile,7045,1.3,Stå og se fjernsyn
Inaktivitet og hvile,7050,1.5,"Ligge ned/tilbagelænet, skrive"
Inaktivitet og hvile,7060,1.3,"Ligge ned/tilbagelænet, tale eller tale i telefon"
Inaktivitet og hvile,7070,1.3,"Ligge ned/tilbagelænet, læse"
Inaktivitet og hvile,7075,1,Meditation
Have- og udendørsarbejde,8009,4.1,"Bære, læsse eller stable brænde/tømmer, let til moderat indsats"
Have- og udendørsarbejde,8010,5.5,"Bære, læsse eller stable brænde/tømmer, moderat indsats"
Have- og udendørsarbejde,8019,4.5,"Hugge/kløve brænde, moderat indsats"
Have- og udendørsarbejde,8020,6.5,"Hugge/kløve brænde, hård indsats"
Have- og udendørsarbejde,8025,3.5,"Rydde let krat, udtynde have, moderat indsats"
Have- og udendørsarbejde,8030,6.3,"Rydde jord, slæbe krat eller muld, hård indsats"
Have- og udendørsarbejde,8040,5,"Grave i sandkasse, skovle sand"
Have- og udendørsarbejde,8045,3.5,"Grave, vende jord, fylde jord på, kompostere, let til moderat indsats"
Have- og udendørsarbejde,8050,5,"Grave, vende jord, fylde jord på, kompostere (Taylor-kode 590)"
Have- og udendørsarbejde,8052,7.3,"Grave, vende jord, fylde jord på, kompostere, hård indsats"
Have- og udendørsarbejde,8055,2.8,Køre traktor
Have- og udendørsarbejde,8057,8.3,"Fælde træer, store"
Have- og udendørsarbejde,8058,5.3,"Fælde træer, små/mellemstore"
Have- og udendørsarbejde,8060,5.8,"Havearbejde med tunge maskiner, bruge motorsav, fræse jord"
Have- og udendørsarbejde,8066,2,"Havearbejde, generelt"
Have- og udendørsarbejde,8070,4,"Vandingskanaler, åbne og lukke sluser"
Have- og udendørsarbejde,8080,6.3,Lægge granitskærver eller grus
Have- og udendørsarbejde,8090,5,Lægge rullegræs
Have- og udendørsarbejde,8095,5.5,"Græsslåning, generelt, gående, moderat indsats"
Have- og udendørsarbejde,8100,2.5,"Græsslåning, havetraktor (Taylor-kode 550)"
Have- og udendørsarbejde,8110,6,"Græsslåning, håndskubber, hård indsats (Taylor-kode 570)"
Have- og udendørsarbejde,8120,5,"Græsslåning, gående, motorplæneklipper, moderat eller hård indsats"
Have- og udendørsarbejde,8125,4.5,"Græsslåning, motorplæneklipper, let eller moderat indsats (Taylor-kode 590)"
Have- og udendørsarbejde,8130,2.5,"Køre sneslynge, gående"
Have- og udendørsarbejde,8135,2.6,"Plante, omplante stiklinger eller planter, let indsats"
Have- og udendørsarbejde,8140,4.3,"Plante stiklinger/buske, foroverbøjet, moderat indsats"
Have- og udendørsarbejde,8145,4.3,"Plante afgrøder i have/mark, foroverbøjet, moderat indsats"
Have- og udendørsarbejde,8150,4.5,Plante træer
Have- og udendørsarbejde,8160,4,"Rive græsplæne eller blade sammen, moderat indsats"
Have- og udendørsarbejde,8165,4,Rive græsplæne (Taylor-kode 600)
Have- og udendørsarbejde,8170,4,Rive sne ned af tag med snerive
Have- og udendørsarbejde,8180,3,Køre sneslynge (siddende)
Have- og udendørsarbejde,8190,4,Samle græs/blade i sække
Have- og udendørsarbejde,8192,5.5,Skovle jord eller mudder
Have- og udendørsarbejde,8195,5.3,"Skovle sne med håndkraft, moderat indsats"
Have- og udendørsarbejde,8200,6,Skovle sne med håndkraft (Taylor-kode 610)
Have- og udendørsarbejde,8202,7.5,"Skovle sne med håndkraft, hård indsats"
Have- og udendørsarbejde,8210,3.8,Klippe buske eller træer med håndværktøj
Have- og udendørsarbejde,8215,3.3,"Klippe buske/træer med el-værktøj, bruge løvblæser/kantskærer, moderat indsats"
Have- og udendørsarbejde,8220,3,"Gående, gøde eller så græs med skubbe-spreder"
Have- og udendørsarbejde,8230,4,"Vande græsplæne eller have, stående eller gående"
Have- og udendørsarbejde,8239,3.8,"Luge ukrudt, kultivere have, let til moderat indsats"
Have- og udendørsarbejde,8240,4.5,"Luge ukrudt, kultivere have, moderat indsats (Taylor-kode 580)"
Have- og udendørsarbejde,8241,5,"Luge ukrudt, kultivere have med hakkejern, moderat til hård indsats"
Have- og udendørsarbejde,8245,3.8,"Havearbejde, generelt, moderat indsats"
Have- og udendørsarbejde,8246,3.5,"Plukke frugt eller kaffebønner fra træer, moderat indsats"
Have- og udendørsarbejde,8248,4.5,"Høste afgrøder, plukke frugt fra træer, samle frugt, klatre på stige for at plukke frugt, hård indsats"
Have- og udendørsarbejde,8250,3,"Gående/stående - rydde op i haven, let, plukke blomster eller grøntsager"
Have- og udendørsarbejde,8251,3,"Gående, samle haveredskaber"
Have- og udendørsarbejde,8255,4.8,"Skubbe havevogn eller trillebør, generelt"
Have- og udendørsarbejde,8256,6,Skubbe stor havevogn eller tung trillebør (op til 150 kg)
Have- og udendørsarbejde,8260,2.3,"Have/udendørsarbejde, generelt, let indsats"
Have- og udendørsarbejde,8261,4,"Have/udendørsarbejde, generelt, moderat indsats"
Have- og udendørsarbejde,8262,6,"Have/udendørsarbejde, generelt, hård indsats"
Diverse,9000,1.3,"Spille brætspil, siddende"
Diverse,9005,2.5,"Spille casinospil, stående"
Diverse,9010,1.5,"Spille kort, siddende"
Diverse,9013,1.5,"Spille skak, siddende"
Diverse,9015,1.5,"Kopiere eller arkivere dokumenter, stående"
Diverse,9020,1.8,"Tegne, skrive, male, stående"
Diverse,9025,1,"Grine, siddende"
Diverse,9030,1,"Siddende: læse bog, avis eller magasin"
Diverse,9034,1.8,Siddende: skrive eller læse på balancebold/stol
Diverse,9036,2,"Se fjernsyn, trippe/gå på stedet under reklamepauser"
Diverse,9040,1.3,"Siddende: skrive, skrivebordsarbejde, tastearbejde"
Diverse,9050,1.3,"Stående: tale personligt, i telefon, ved computer, sms'e, skrive"
Diverse,9055,1.3,"Siddende: tale personligt, i telefon, ved computer eller sms'e, let indsats"
Diverse,9060,1.5,"Siddende - studere, generelt, inkl. læsning og/eller skrivning, let indsats"
Diverse,9065,1.8,"Siddende - i klasse/undervisning, generelt, inkl. tage noter eller klassediskussion"
Diverse,9070,1,Stående - læse
Diverse,9071,2.5,Stående - diverse
Diverse,9075,1.8,"Siddende: kunsthåndværk, træskæring, vævning, spinde uld, let indsats"
Diverse,9080,3,"Siddende: kunsthåndværk, træskæring, vævning, spinde uld, moderat indsats"
Diverse,9085,2.5,"Stående: kunsthåndværk, sandmaling, træskæring, vævning, let indsats"
Diverse,9090,3.3,"Stående - kunsthåndværk, sandmaling, træskæring, vævning, moderat indsats"
Diverse,9095,3.5,"Stående - kunsthåndværk, sandmaling, træskæring, vævning, hård indsats"
Diverse,9100,1.5,"Retræte/familiekomsammen, inkl. sidde, slappe af, tale, spise"
Diverse,9101,2.5,"Retræte/familiekomsammen, inkl. spille spil/lege med børn"
Diverse,9105,2,"Tur/rejse/ferie, køre som passager i køretøj"
Diverse,9106,3.5,"Tur/rejse/ferie, gående"
Diverse,9110,2.5,"Camping, stående, gående, siddende, let til moderat indsats"
Diverse,9115,1.5,"Sidde til sportsbegivenhed, tilskuer"
Musikutøvelse,10010,1.8,"Spille harmonika, siddende"
Musikutøvelse,10020,2.3,"Spille cello, siddende"
Musikutøvelse,10030,2.3,"Dirigere orkester, stående"
Musikutøvelse,10035,2.5,"Spille kontrabas, stående"
Musikutøvelse,10040,3.8,"Spille trommesæt, siddende"
Musikutøvelse,10045,3,"Trommespil (f.eks. bongo, conga), moderat, siddende"
Musikutøvelse,10048,8.3,"Trommespil, koncert/liveshow"
Musikutøvelse,10050,2,"Spille tværfløjte, siddende"
Musikutøvelse,10060,1.8,"Spille horn, stående"
Musikutøvelse,10070,2.3,"Spille klaver, siddende"
Musikutøvelse,10074,2,"Spille musikinstrument, generelt"
Musikutøvelse,10077,2,"Spille orgel, siddende"
Musikutøvelse,10080,3.5,"Spille trækbasun (trombone), stående"
Musikutøvelse,10090,2.5,"Spille trompet, stående"
Musikutøvelse,10100,2.5,"Spille violin, siddende"
Musikutøvelse,10110,1.8,"Spille træblæser, siddende"
Musikutøvelse,10115,1.8,"Spille messingblæser, siddende"
Musikutøvelse,10120,2,"Spille guitar, klassisk/folk, siddende"
Musikutøvelse,10125,3,"Spille el-guitar i rockband, stående"
Musikutøvelse,10130,4,"Marchband, svinge tamburstav, gående, moderat tempo, generelt"
Musikutøvelse,10131,5.5,"Marchband, spille instrument, gående, rask tempo, generelt"
Musikutøvelse,10135,3.5,"Marchband, tamburmajor, gående"
Erhvervsarbejde,11000,2,"Aktiv arbejdsstation, kontorcykel, balancebold/stol, generelt, let indsats"
Erhvervsarbejde,11001,3.5,"Aktiv arbejdsstation, kontorcykel (40 watt)"
Erhvervsarbejde,11002,5.3,"Aktiv arbejdsstation, kontorcykel (80 watt)"
Erhvervsarbejde,11003,2,"Aktiv arbejdsstation, gåbånd, gå langsomt (under 1,6 km/t)"
Erhvervsarbejde,11004,2.8,"Aktiv arbejdsstation, gåbånd, gå 1,6 - 3,2 km/t"
Erhvervsarbejde,11006,3,Stewardesse / kabinepersonale
Erhvervsarbejde,11008,4.8,Æblehøst
Erhvervsarbejde,11010,4,"Bageri, generelt, moderat indsats"
Erhvervsarbejde,11015,2,"Bageri, let indsats"
Erhvervsarbejde,11020,2.3,Bogbinding
Erhvervsarbejde,11030,6,"Vejbyggeri, køre entreprenørmaskiner"
Erhvervsarbejde,11035,2,"Vejbyggeri, dirigere trafik, stående"
Erhvervsarbejde,11038,2.5,"Tømrerarbejde, generelt, let indsats"
Erhvervsarbejde,11040,4.3,"Tømrerarbejde, generelt, moderat indsats"
Erhvervsarbejde,11042,7,"Tømrerarbejde, generelt, tung eller hård indsats"
Erhvervsarbejde,11050,8,"Bære tunge byrder (f.eks. mursten, værktøj)"
Erhvervsarbejde,11060,8,"Bære moderate byrder op ad trapper, flyttekasser, 11-22 kg"
Erhvervsarbejde,11070,4,"Stuepige/rengøring på hotel, rede seng, rengøre bad, skubbe vogn"
Erhvervsarbejde,11072,4.3,"Rengøring, støvsugning af erhvervslokaler"
Erhvervsarbejde,11080,5.3,"Kulminedrift, bore i kul/sten"
Erhvervsarbejde,11090,5,"Kulminedrift, opsætte støtter"
Erhvervsarbejde,11100,5.5,"Kulminedrift, generelt"
Erhvervsarbejde,11110,6.3,"Kulminedrift, skovle kul med håndkraft"
Erhvervsarbejde,11115,2.5,Kok
Erhvervsarbejde,11120,4,"Bygge- og anlægsarbejde, udendørs, renovering, nybyggeri"
Erhvervsarbejde,11124,2.3,"Byggearbejde, armering, bukke/binde jern"
Erhvervsarbejde,11125,2.3,"Rengøringsarbejde, let indsats (f.eks. vaske vask/toilet, støve af, støvsuge)"
Erhvervsarbejde,11130,3.3,"Elektrikerarbejde (f.eks. trække kabler, samle ledninger)"
Erhvervsarbejde,11135,1.8,Ingeniør (f.eks. maskin- eller el-ingeniør)
Erhvervsarbejde,11145,7.8,"Landbrug, hård indsats (f.eks. pakke hø, muge ud)"
Erhvervsarbejde,11147,2,"Landbrug, let indsats (f.eks. rengøre dyrestalde, blande foder)"
Erhvervsarbejde,11170,2.8,"Landbrug, køreopgaver (f.eks. køre traktor eller mejetærsker)"
Erhvervsarbejde,11180,3.5,"Landbrug, fodre smådyr"
Erhvervsarbejde,11190,4.3,"Landbrug, fodre kvæg eller heste"
Erhvervsarbejde,11191,4.3,"Landbrug, hente vand til dyr fra brønd/å"
Erhvervsarbejde,11195,3.8,"Landbrug, ris, plantning, kornmaling"
Erhvervsarbejde,11210,3.5,"Landbrug, håndmalkning, rengøre spande, moderat indsats"
Erhvervsarbejde,11220,1.3,"Landbrug, maskinmalkning, let indsats"
Erhvervsarbejde,11222,3,"Landbrug, malkning af køer, komplet proces i moderne malkestald"
Erhvervsarbejde,11240,8,"Brandmand, generelt"
Erhvervsarbejde,11244,6.8,"Brandmand, redde offer, bilulykke, bruge brandhage"
Erhvervsarbejde,11245,8,"Brandmand, rejse og klatre på stige i fuld mundering, simuleret brandslukning"
Erhvervsarbejde,11246,9,"Brandmand, trække slanger, bære udstyr, bryde vægge ned, i fuld mundering"
Erhvervsarbejde,11247,3.5,"Erhvervsfiskeri, let indsats"
Erhvervsarbejde,11248,5,"Erhvervsfiskeri, moderat indsats"
Erhvervsarbejde,11250,17.5,"Skovbrug, hugge med økse, meget hurtigt (1,25 kg økse, 51 slag/min), ekstremt hård indsats"
Erhvervsarbejde,11260,5,"Skovbrug, hugge med økse, langsomt (1,25 kg økse, 19 slag/min), moderat indsats"
Erhvervsarbejde,11262,8,"Skovbrug, hugge med økse, hurtigt (1,25 kg økse, 35 slag/min), hård indsats"
Erhvervsarbejde,11264,5,"Skovbrug, moderat indsats (f.eks. save med motorsav, luge, hakke)"
Erhvervsarbejde,11370,4.8,Buntmager (pelsarbejde)
Erhvervsarbejde,11375,3.8,"Skraldemand, gående, tømme spande i bil, gaderengøring"
Erhvervsarbejde,11378,1.8,"Frisør / Kosmetolog (f.eks. flette hår, manicure, makeup)"
Erhvervsarbejde,11380,7.3,"Hestepleje (inkl. fodring, muge ud, vask, børstning, klipning, longering)"
Erhvervsarbejde,11381,4.3,"Heste, fodre, vande, muge ud, gående og løfte byrder"
Erhvervsarbejde,11383,4.5,"Ridning, arbejde, drive kvæg"
Erhvervsarbejde,11390,7.8,"Hestevæddeløb, galop, canter"
Erhvervsarbejde,11400,6.3,"Hestevæddeløb, jockey, trav"
Erhvervsarbejde,11410,2.3,"Hestevæddeløb, jockey, skridt"
Erhvervsarbejde,11413,3,Køkkenmedhjælper
Erhvervsarbejde,11415,4,"Gartner, havearbejde, generelt"
Erhvervsarbejde,11416,3,"Gartner, fjerne ukrudt (benzindrevet værktøj)"
Erhvervsarbejde,11418,3.3,Vaskeriarbejder
Erhvervsarbejde,11420,3,Låsesmed
Erhvervsarbejde,11430,3,"Maskinarbejder (f.eks. pladearbejde, drejebænk, svejsning), let til moderat indsats"
Erhvervsarbejde,11450,5,"Maskinarbejder, betjene stansemaskine, moderat indsats"
Erhvervsarbejde,11472,1.8,Ejendomsadministrator/vicevært
Erhvervsarbejde,11475,2.8,"Manuelt eller ufaglært arbejde, generelt, let indsats"
Erhvervsarbejde,11476,4.5,"Manuelt eller ufaglært arbejde, generelt, moderat indsats"
Erhvervsarbejde,11477,6.5,"Manuelt eller ufaglært arbejde, generelt, hård indsats"
Erhvervsarbejde,11480,4.3,"Murerarbejde, beton, moderat indsats"
Erhvervsarbejde,11482,2.5,"Murerarbejde, beton, let indsats"
Erhvervsarbejde,11485,5.5,"Massør, stående"
Erhvervsarbejde,11486,2.3,"Postbud, gående uddeling af post"
Erhvervsarbejde,11487,1.5,"Postbud, på knallert/motorcykel"
Erhvervsarbejde,11488,3.5,"Postbud, på elcykel"
Erhvervsarbejde,11490,7.5,"Flytning, bære/skubbe tunge byrder (over 34 kg), f.eks. flyttemand (kun aktiv tid)"
Erhvervsarbejde,11493,8.5,"Minedrift, generelle opgaver, boring, support (mekanik, svejsning, rørarbejde)"
Erhvervsarbejde,11495,12,"Frømand, SCUBA-dykning (militær/Navy Seal)"
Erhvervsarbejde,11500,2.5,"Betjene tunge maskiner, stationært"
Erhvervsarbejde,11510,3.5,"Arbejde i appelsinplantage, plukke frugt"
Erhvervsarbejde,11514,3.3,"Malerarbejde, hus/møbler, moderat indsats"
Erhvervsarbejde,11516,3,VVS-arbejde
Erhvervsarbejde,11520,2,"Trykkeriarbejder, papirindustri, stående"
Erhvervsarbejde,11524,3.8,"Politibetjent, gående patrulje"
Erhvervsarbejde,11525,2.5,"Politi, dirigere trafik, stående"
Erhvervsarbejde,11526,2,"Politi, køre patruljevogn, siddende"
Erhvervsarbejde,11527,1.3,"Politi, passager i patruljevogn, siddende"
Erhvervsarbejde,11528,4,"Politi, foretage anholdelse, stående"
Erhvervsarbejde,11529,9,"Antiterror-manøvrer, rydde bygning"
Erhvervsarbejde,11530,2,"Skomager, generelt"
Erhvervsarbejde,11540,7.3,"Skovle, grave grøfter"
Erhvervsarbejde,11550,8.8,"Skovle (mere end 7 kg/min), grave dybt, hård indsats"
